"Date: 2024-05-18+0000"
"Version: 7.1"
"Status: 
0 Normal
1 Completed
2 Archived"
"Folder Name","List Name","Title","Kind","Tags","Content","Is Check list","Start Date","Due Date","Reminder","Repeat","Priority","Status","Created Time","Completed Time","Order","Timezone","Is All Day","Is Floating","Column Name","Column Order","View Mode","taskId","parentId"
"","Repeating","Wash face [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-29T04:00:00+0000","2023-09-29T04:00:00+0000","PT0S","","0","2","2023-09-28T03:06:57+0000","2024-05-18T06:11:22+0000","23089744183296","America/Chicago","false","false",,,"list","89",""
"","Repeating","Wash face [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-30T04:00:00+0000","2023-09-30T04:00:00+0000","PT0S","","0","2","2023-09-28T03:06:57+0000","2024-05-18T06:11:22+0000","23639499997184","America/Chicago","false","false",,,"list","90",""
"","Repeating","Wash face [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-14T04:00:00+0000","2023-10-14T04:00:00+0000","PT0S","","0","2","2023-09-28T03:06:57+0000","2024-05-18T06:11:22+0000","24189255811072","America/Chicago","false","false",,,"list","91",""
"","Repeating","Wash face [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","","","","","0","0","2023-09-28T03:06:57+0000","","24739011624960","America/Chicago","false","false",,,"list","92",""
"","Repeating","Review next day’s tasks [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-29T04:00:00+0000","2023-09-29T04:00:00+0000","PT0S","","0","2","2023-09-28T03:23:18+0000","2024-05-18T06:11:23+0000","25288767438848","America/Chicago","false","false",,,"list","93",""
"","Repeating","Review next day’s tasks [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-30T04:00:00+0000","2023-09-30T04:00:00+0000","PT0S","","0","2","2023-09-28T03:23:18+0000","2024-05-18T06:11:23+0000","25838523252736","America/Chicago","false","false",,,"list","94",""
"","Repeating","Review next day’s tasks [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-10T04:00:00+0000","2023-10-10T04:00:00+0000","PT0S","","0","2","2023-09-28T03:23:18+0000","2024-05-18T06:11:23+0000","26388279066624","America/Chicago","false","false",,,"list","95",""
"","Repeating","Review next day’s tasks [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-14T04:00:00+0000","2023-10-14T04:00:00+0000","PT0S","","0","2","2023-09-28T03:23:18+0000","2024-05-18T06:11:23+0000","26938034880512","America/Chicago","false","false",,,"list","96",""
"","Repeating","Review next day’s tasks [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","","","","","0","0","2023-09-28T03:23:18+0000","","27487790694400","America/Chicago","false","false",,,"list","97",""
"","Repeating","No XXX [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-28T05:00:00+0000","2023-09-28T05:00:00+0000","","","0","2","2023-09-28T03:24:16+0000","2024-05-18T06:11:24+0000","28037546508288","America/Chicago","true","false",,,"list","98",""
"","Repeating","No XXX [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-29T05:00:00+0000","2023-09-29T05:00:00+0000","","","0","2","2023-09-28T03:24:16+0000","2024-05-18T06:11:24+0000","28587302322176","America/Chicago","true","false",,,"list","99",""
"","Repeating","Save your money [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-28T05:00:00+0000","2023-09-28T05:00:00+0000","","","0","2","2023-09-28T03:25:04+0000","2024-05-18T06:11:24+0000","29137058136064","America/Chicago","true","false",,,"list","100",""
"","Repeating","Save your money [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-29T05:00:00+0000","2023-09-29T05:00:00+0000","","","0","2","2023-09-28T03:25:04+0000","2024-05-18T06:11:25+0000","29686813949952","America/Chicago","true","false",,,"list","101",""
"","Repeating","No all-nighters [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-28T05:00:00+0000","2023-09-28T05:00:00+0000","","","0","2","2023-09-28T03:35:35+0000","2024-05-18T06:11:25+0000","30236569763840","America/Chicago","true","false",,,"list","102",""
"","Repeating","No all-nighters [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-29T05:00:00+0000","2023-09-29T05:00:00+0000","","","0","2","2023-09-28T03:35:35+0000","2024-05-18T06:11:25+0000","30786325577728","America/Chicago","true","false",,,"list","103",""
"","Repeating","No XXX [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-08T05:00:00+0000","2023-10-08T05:00:00+0000","","","0","2","2023-09-28T03:24:16+0000","2024-05-18T06:11:25+0000","31336081391616","America/Chicago","true","false",,,"list","104",""
"","Repeating","No all-nighters [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-30T05:00:00+0000","2023-09-30T05:00:00+0000","","","0","2","2023-09-28T03:35:35+0000","2024-05-18T06:11:26+0000","31885837205504","America/Chicago","true","false",,,"list","105",""
"","Repeating","Brush teeth [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-03T04:00:00+0000","2023-10-03T04:00:00+0000","PT0S","","0","2","2023-09-28T03:06:20+0000","2024-05-18T06:11:26+0000","32435593019392","America/Chicago","false","false",,,"list","106",""
"","Repeating","Wash face [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-03T04:00:00+0000","2023-10-03T04:00:00+0000","PT0S","","0","2","2023-09-28T03:06:57+0000","2024-05-18T06:11:26+0000","32985348833280","America/Chicago","false","false",,,"list","107",""
"","Repeating","Tidy for roomba [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-09T12:30:00+0000","2023-10-09T12:30:00+0000","PT0S","","0","2","2023-09-28T02:54:37+0000","2024-05-18T06:11:26+0000","33535104647168","America/Chicago","false","false",,,"list","108",""
"","Repeating","Deposit % check into savings [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-12T05:00:00+0000","2023-10-12T05:00:00+0000","","","0","2","2023-09-28T02:43:56+0000","2024-05-18T06:11:27+0000","34084860461056","America/Chicago","true","false",,,"list","109",""
"","Repeating","Save your money [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-08T05:00:00+0000","2023-10-08T05:00:00+0000","","","0","2","2023-09-28T03:25:04+0000","2024-05-18T06:11:27+0000","34634616274944","America/Chicago","true","false",,,"list","110",""
"","Repeating","Meal/shake prep [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-30T05:00:00+0000","2023-09-30T05:00:00+0000","","","0","2","2023-09-28T03:57:48+0000","2024-05-18T06:11:27+0000","35184372088832","America/Chicago","true","false",,,"list","111",""
"","Repeating","Wash face [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-10T04:00:00+0000","2023-10-10T04:00:00+0000","PT0S","","0","2","2023-09-28T03:06:57+0000","2024-05-18T06:11:27+0000","35734127902720","America/Chicago","false","false",,,"list","112",""
"","Repeating","Floss [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-02T12:30:00+0000","2023-10-02T12:30:00+0000","PT0S","","0","2","2023-09-28T02:56:09+0000","2024-05-18T06:11:28+0000","36283883716608","America/Chicago","false","false",,,"list","113",""
"","Repeating","No all-nighters [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-08T05:00:00+0000","2023-10-08T05:00:00+0000","","","0","2","2023-09-28T03:35:35+0000","2024-05-18T06:11:28+0000","36833639530496","America/Chicago","true","false",,,"list","114",""
"","Repeating","Do laundry [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-01T05:00:00+0000","2023-10-01T05:00:00+0000","","","0","2","2023-09-27T17:33:43+0000","2024-05-18T06:11:28+0000","37383395344384","America/Chicago","true","false",,,"list","115",""
"","Repeating","Order groceries [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-01T05:00:00+0000","2023-10-01T05:00:00+0000","","","0","2","2023-09-28T03:38:15+0000","2024-05-18T06:11:28+0000","37933151158272","America/Chicago","true","false",,,"list","116",""
"","Repeating","Floss [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-30T04:00:00+0000","2023-09-30T04:00:00+0000","PT0S","","0","2","2023-09-28T03:06:11+0000","2024-05-18T06:11:29+0000","38482906972160","America/Chicago","false","false",,,"list","117",""
"","Repeating","Floss [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-09T12:30:00+0000","2023-10-09T12:30:00+0000","PT0S","","0","2","2023-09-28T02:56:09+0000","2024-05-18T06:11:29+0000","39032662786048","America/Chicago","false","false",,,"list","118",""
"","Repeating","Brush teeth [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-02T12:30:00+0000","2023-10-02T12:30:00+0000","PT0S","","0","2","2023-09-28T02:52:39+0000","2024-05-18T06:11:29+0000","39582418599936","America/Chicago","false","false",,,"list","119",""
"","Repeating","Review next day’s tasks [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-03T04:00:00+0000","2023-10-03T04:00:00+0000","PT0S","","0","2","2023-09-28T03:23:18+0000","2024-05-18T06:11:29+0000","40132174413824","America/Chicago","false","false",,,"list","120",""
"","Repeating","Brush teeth [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-10T04:00:00+0000","2023-10-10T04:00:00+0000","PT0S","","0","2","2023-09-28T03:06:20+0000","2024-05-18T06:11:30+0000","40681930227712","America/Chicago","false","false",,,"list","121",""
"","Repeating","Tidy for roomba [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-02T12:30:00+0000","2023-10-02T12:30:00+0000","PT0S","","0","2","2023-09-28T02:54:37+0000","2024-05-18T06:11:30+0000","41231686041600","America/Chicago","false","false",,,"list","122",""
"","Repeating","No XXX [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-30T05:00:00+0000","2023-09-30T05:00:00+0000","","","0","2","2023-09-28T03:24:16+0000","2024-05-18T06:11:30+0000","41781441855488","America/Chicago","true","false",,,"list","123",""
"","Repeating","Do laundry [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-08T05:00:00+0000","2023-10-08T05:00:00+0000","","","0","2","2023-09-27T17:33:43+0000","2024-05-18T06:11:30+0000","42331197669376","America/Chicago","true","false",,,"list","124",""
"","Repeating","Make bed [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-29T12:30:00+0000","2023-09-29T12:30:00+0000","PT0S","","0","2","2023-09-28T02:52:32+0000","2024-05-18T06:11:31+0000","42880953483264","America/Chicago","false","false",,,"list","125",""
"","Repeating","Deodorant [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-29T12:30:00+0000","2023-09-29T12:30:00+0000","PT0S","","0","2","2023-09-28T02:52:43+0000","2024-05-18T06:11:31+0000","43430709297152","America/Chicago","false","false",,,"list","126",""
"","Repeating","Order groceries [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-10-08T05:00:00+0000","2023-10-08T05:00:00+0000","","","0","2","2023-09-28T03:38:15+0000","2024-05-18T06:11:31+0000","43980465111040","America/Chicago","true","false",,,"list","127",""
"","Repeating","Cologne [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-29T12:30:00+0000","2023-09-29T12:30:00+0000","PT0S","","0","2","2023-09-28T02:52:48+0000","2024-05-18T06:11:32+0000","44530220924928","America/Chicago","false","false",,,"list","128",""
"","Repeating","Save your money [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","2023-09-30T05:00:00+0000","2023-09-30T05:00:00+0000","","","0","2","2023-09-28T03:25:04+0000","2024-05-18T06:11:32+0000","45079976738816","America/Chicago","true","false",,,"list","129",""
"","Repeating","Prep stack [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","","","","","0","0","2024-03-01T16:10:14+0000","","45629732552704","America/Chicago","false","false",,,"list","130",""
"","Repeating","YAY, STREAM SOMETHING!!! [Repeating.md](obsidian://open?vault=Kipp's%20Vault&file=Repeating.md)","TEXT","ticktick","","N","","","","","0","0","2024-03-03T04:57:35+0000","","46179488366592","America/Chicago","false","false",,,"list","131",""
"","Shopping","Bellvita blueberry [Shopping.md](obsidian://open?vault=Kipp's%20Vault&file=Shopping.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-12T09:19:17+0000","2024-05-18T06:11:48+0000","1","America/Chicago","false","false",,,"list","132",""
"","Shopping","Spinach [Shopping.md](obsidian://open?vault=Kipp's%20Vault&file=Shopping.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-12T09:19:11+0000","2024-05-18T06:11:48+0000","549755813888","America/Chicago","false","false",,,"list","133",""
"","Shopping","Cerive lotion [Shopping.md](obsidian://open?vault=Kipp's%20Vault&file=Shopping.md)","TEXT","ticktick","","N","","","","","0","2","2023-10-12T01:40:49+0000","2024-05-18T06:11:48+0000","1099511627776","America/Chicago","false","false",,,"list","134",""
"","Shopping","Standing desk control cable [Shopping.md](obsidian://open?vault=Kipp's%20Vault&file=Shopping.md)","TEXT","ticktick","","N","","","","","0","2","2023-10-13T23:06:12+0000","2024-05-18T06:11:48+0000","1649267441664","America/Chicago","false","false",,,"list","135",""
"","Shopping","Multivitamins [Shopping.md](obsidian://open?vault=Kipp's%20Vault&file=Shopping.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-01T16:11:44+0000","2024-05-18T06:11:49+0000","2199023255552","America/Chicago","false","false",,,"list","136",""
"","Shopping","AAA batteries [Shopping.md](obsidian://open?vault=Kipp's%20Vault&file=Shopping.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-01T16:11:57+0000","2024-05-18T06:11:49+0000","2748779069440","America/Chicago","false","false",,,"list","137",""
"","To Do","Cancel adobe [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-04-25T05:00:00+0000","2024-04-25T05:00:00+0000","","","0","0","2024-04-20T14:12:48+0000","","-549755813888","America/Chicago","true","false",,,"list","138",""
"","To Do","Taxes [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-08-22T05:00:00+0000","2023-08-22T05:00:00+0000","PT0S","","0","2","2023-04-08T17:58:44+0000","2024-05-18T06:15:43+0000","-1","America/Chicago","true","false",,,"list","139",""
"","To Do","Reapply for Countycare [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-11-05T05:00:00+0000","2023-11-05T05:00:00+0000","","","0","2","2023-10-13T17:11:29+0000","2024-05-18T06:11:50+0000","1","America/Chicago","true","false",,,"list","140",""
"","To Do","Student loans [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-12-03T06:00:00+0000","2023-12-03T06:00:00+0000","","","0","2","2023-12-01T21:29:13+0000","2024-05-18T06:11:51+0000","549755813888","America/Chicago","true","false",,,"list","141",""
"","To Do","Two Paystubs from Julie [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-12-02T23:32:47+0000","2024-05-18T06:11:51+0000","1099511627776","America/Chicago","false","false",,,"list","142",""
"","To Do","Whiten teeth [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-12T09:06:11+0000","2024-05-18T06:11:51+0000","1649267441664","America/Chicago","false","false",,,"list","143",""
"","To Do","Whiten teeth [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-12T09:06:11+0000","2024-05-18T06:11:51+0000","2199023255552","America/Chicago","false","false",,,"list","144",""
"","To Do","Whiten teeth [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-12T09:06:11+0000","2024-05-18T06:11:52+0000","2748779069440","America/Chicago","false","false",,,"list","145",""
"","To Do","Whiten teeth [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-12T09:06:11+0000","2024-05-18T06:11:52+0000","3298534883328","America/Chicago","false","false",,,"list","146",""
"","To Do","Whiten teeth [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-12T09:06:11+0000","2024-05-18T06:11:52+0000","3848290697216","America/Chicago","false","false",,,"list","147",""
"","To Do","Whiten teeth [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-12T09:06:11+0000","2024-05-18T06:11:53+0000","4398046511104","America/Chicago","false","false",,,"list","148",""
"","To Do","Whiten teeth [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-12T09:06:11+0000","2024-05-18T06:11:53+0000","4947802324992","America/Chicago","false","false",,,"list","149",""
"","To Do","Whiten teeth [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-08-22T05:00:00+0000","2023-08-22T05:00:00+0000","PT0S","","0","2","2023-08-12T09:06:11+0000","2024-05-18T06:11:53+0000","5497558138880","America/Chicago","false","false",,,"list","150",""
"","To Do","Whiten teeth [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-03-18T05:00:00+0000","2024-03-18T05:00:00+0000","PT0S","FREQ=WEEKLY;INTERVAL=1;BYDAY=MO,WE,FR","0","0","2023-08-12T09:06:11+0000","","6047313952768","America/Chicago","false","false",,,"list","151",""
"","To Do","Photos for marketplace [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-12-04T06:00:00+0000","2023-12-04T06:00:00+0000","","","0","2","2023-12-02T22:04:20+0000","2024-05-18T06:11:54+0000","6597069766656","America/Chicago","true","false",,,"list","152",""
"","To Do","Address changes [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-07-13T23:15:18+0000","2024-05-18T06:11:54+0000","7146825580544","America/Chicago","false","false",,,"list","153",""
"","To Do","Computershare [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-22T15:13:58+0000","2024-05-18T06:11:54+0000","7696581394432","America/Chicago","false","false",,,"list","154",""
"","To Do","Creditors [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-22T15:13:58+0000","2024-05-18T06:11:54+0000","8246337208320","America/Chicago","false","false",,,"list","155",""
"","To Do","Cefcu [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-22T15:13:58+0000","2024-05-18T06:11:55+0000","8796093022208","America/Chicago","false","false",,,"list","156",""
"","To Do","Restart ETSY sales [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-22T15:22:14+0000","2024-05-18T06:11:55+0000","9345848836096","America/Chicago","false","false",,,"list","157",""
"","To Do","Standing desk warranty [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-10-01T12:59:33+0000","2024-05-18T06:11:55+0000","9895604649984","America/Chicago","false","false",,,"list","158",""
"","To Do","Flue and covid shots [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-11-04T14:53:58+0000","2024-05-18T06:11:55+0000","10445360463872","America/Chicago","false","false",,,"list","159",""
"","To Do","Apply to UPS [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-11-28T19:05:41+0000","2024-05-18T06:11:56+0000","10995116277760","America/Chicago","false","false",,,"list","160",""
"","To Do","Dusty’s lights [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-11-30T01:27:06+0000","2024-05-18T06:11:56+0000","11544872091648","America/Chicago","false","false",,,"list","161",""
"","To Do","clean google drive [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-12-02T19:34:40+0000","2024-05-18T06:11:56+0000","12094627905536","America/Chicago","false","false",,,"list","162",""
"","To Do","Affirm payments [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2023-07-13T22:25:28+0000","","13194139533312","America/Chicago","false","false",,,"list","163",""
"","To Do","VPN Configured [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-08-19T05:00:00+0000","2023-08-19T05:00:00+0000","","","0","2","2023-08-08T21:26:28+0000","2024-05-18T06:11:57+0000","13743895347200","America/Chicago","true","false",,,"list","164",""
"","To Do","Sort NAS [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-08-22T05:00:00+0000","2023-08-22T05:00:00+0000","","","0","2","2023-08-08T21:27:20+0000","2024-05-18T06:11:57+0000","14293651161088","America/Chicago","true","false",,,"list","165",""
"","To Do","Whiten teeth [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-09-29T05:00:00+0000","2023-09-29T05:00:00+0000","","","0","2","2023-08-12T09:06:11+0000","2024-05-18T06:11:57+0000","14843406974976","America/Chicago","true","false",,,"list","166",""
"","To Do","Whiten teeth [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-12T09:06:11+0000","2024-05-18T06:11:58+0000","15393162788864","America/Chicago","false","false",,,"list","167",""
"","To Do","Whiten teeth [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-12T09:06:11+0000","2024-05-18T06:11:58+0000","15942918602752","America/Chicago","false","false",,,"list","168",""
"","To Do","Whiten teeth [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-12T09:06:11+0000","2024-05-18T06:11:58+0000","16492674416640","America/Chicago","false","false",,,"list","169",""
"","To Do","Fully Finish desk setup [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","Sound cardGo promicrophone(s)MonitorsSmart switches","N","2023-08-21T05:00:00+0000","2023-08-21T05:00:00+0000","","","0","2","2023-08-12T09:24:57+0000","2024-05-18T06:11:58+0000","17042430230528","America/Chicago","true","false",,,"list","170",""
"","To Do","Clear out Mac storage [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-08-22T05:00:00+0000","2023-08-22T05:00:00+0000","","","0","2","2023-08-12T09:56:52+0000","2024-05-18T06:11:59+0000","17592186044416","America/Chicago","true","false",,,"list","171",""
"","To Do","Haircut [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-22T15:33:43+0000","2024-05-18T06:11:59+0000","18141941858304","America/Chicago","false","false",,,"list","172",""
"","To Do","Consolidate Windows accounts [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-09-28T05:00:00+0000","2023-09-28T05:00:00+0000","","","0","2","2023-09-22T17:37:32+0000","2024-05-18T06:11:59+0000","18691697672192","America/Chicago","true","false",,,"list","173",""
"","To Do","Bad horsey power supply [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-09-22T21:35:55+0000","2024-05-18T06:11:59+0000","19241453486080","America/Chicago","false","false",,,"list","174",""
"","To Do","Air purifier filter [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-09-22T21:44:38+0000","2024-05-18T06:12:00+0000","19791209299968","America/Chicago","false","false",,,"list","175",""
"","To Do","Chad, iCloud [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-09-30T05:00:00+0000","2023-09-30T05:00:00+0000","","","0","2","2023-09-24T01:51:26+0000","2024-05-18T06:12:00+0000","20340965113856","America/Chicago","true","false",,,"list","176",""
"","To Do","So [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-09-28T05:00:00+0000","2023-09-28T05:00:00+0000","","","0","2","2023-09-28T01:03:29+0000","2024-05-18T06:12:00+0000","20890720927744","America/Chicago","true","false",,,"list","177",""
"","To Do","Web server [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-09-28T16:23:12+0000","2024-05-18T06:12:01+0000","21440476741632","America/Chicago","false","false",,,"list","178",""
"","To Do","Humidifier [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-09-30T05:00:00+0000","2023-09-30T05:00:00+0000","","","0","2","2023-09-30T03:13:50+0000","2024-05-18T06:12:01+0000","21990232555520","America/Chicago","true","false",,,"list","179",""
"","To Do","Clean basement [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-09-30T05:00:00+0000","2023-09-30T05:00:00+0000","","","0","2","2023-09-30T03:14:33+0000","2024-05-18T06:12:01+0000","22539988369408","America/Chicago","true","false",,,"list","180",""
